Stazioni,Data,T-MIN,T-MAX
Pomezia,01/11/2019,15,2,21,3
Pomezia,02/11/2019,14,4,21,6
Pomezia,03/11/2019,16,1,22,1
Pomezia,04/11/2019,12,8,21,1
Pomezia,05/11/2019,16,1,22,5
Pomezia,06/11/2019,11,6,19,1
Pomezia,07/11/2019,10,4,20,6
Pomezia,08/11/2019,10,9,16,7
Pomezia,09/11/2019,9,4,15,4
Pomezia,10/11/2019,9,0,17,5
Pomezia,11/11/2019,11,7,14,5
Pomezia,12/11/2019,11,6,15,5
Pomezia,13/11/2019,10,3,16,9
Pomezia,14/11/2019,11,2,16,9
Pomezia,15/11/2019,13,9,18,5
Pomezia,16/11/2019,13,0,19,1
Pomezia,17/11/2019,9,5,19,0
Pomezia,18/11/2019,9,0,16,5
Pomezia,19/11/2019,11,7,16,6
Pomezia,20/11/2019,10,0,16,4
Pomezia,21/11/2019,9,7,13,9
Pomezia,22/11/2019,10,1,17,2
Pomezia,23/11/2019,12,8,18,4
Pomezia,24/11/2019,12,4,14,5
Pomezia,25/11/2019,11,2,18,7
Pomezia,26/11/2019,10,4,19,4
Pomezia,27/11/2019,11,2,17,6
Pomezia,28/11/2019,14,2,17,7
Pomezia,29/11/2019,11,6,17,6
Pomezia,30/11/2019,9,1,18,3
